Dimensions: 237 60
X Y
0.281564 -0.033824
0.267556 -0.034249
0.253760 -0.034658
0.240189 -0.035045
0.226853 -0.035402
0.213765 -0.035723
0.200936 -0.036000
0.188376 -0.036229
0.176097 -0.036402
0.164110 -0.036512
0.152426 -0.036555
0.141056 -0.036524
0.130009 -0.036414
0.119297 -0.036219
0.108931 -0.035935
0.098919 -0.035555
0.089273 -0.035077
0.080003 -0.034495
0.071119 -0.033805
0.062631 -0.033003
0.054548 -0.032086
0.046880 -0.031051
0.039638 -0.029894
0.032830 -0.028612
0.026466 -0.027203
0.020556 -0.025663
0.015108 -0.023990
0.010132 -0.022181
0.005636 -0.020235
0.001624 -0.018148
-0.001903 -0.015919
-0.004946 -0.013548
-0.007515 -0.011036
-0.009619 -0.008389
-0.011269 -0.005616
-0.012471 -0.002725
-0.013228 0.000271
-0.013539 0.003358
-0.013395 0.006526
-0.012788 0.009764
-0.011704 0.013062
-0.010127 0.016414
-0.008043 0.019813
-0.005439 0.023255
-0.002307 0.026736
0.001356 0.030251
0.005550 0.033795
0.010272 0.037361
0.015516 0.040943
0.021276 0.044532
0.027546 0.048121
0.034318 0.051700
0.041585 0.055261
0.049340 0.058793
0.057573 0.062287
0.066276 0.065733
0.075439 0.069121
0.085054 0.072440
0.095109 0.075681
0.105593 0.078833
0.116496 0.081886
0.127805 0.084831
0.139508 0.087659
0.151592 0.090359
0.164043 0.092924
0.176847 0.095344
0.189990 0.097611
0.203457 0.099719
0.217233 0.101660
0.231301 0.103427
0.245645 0.105014
0.260249 0.106416
0.275097 0.107629
0.290171 0.108648
0.305453 0.109469
0.320926 0.110091
0.336571 0.110510
0.352369 0.110726
0.368296 0.110739
0.384319 0.110554
0.400319 0.110191
0.416336 0.109684
0.432408 0.109045
0.448533 0.108279
0.464696 0.107389
0.480880 0.106379
0.497067 0.105252
0.513242 0.104011
0.529387 0.102662
0.545486 0.101209
0.561523 0.099657
0.577481 0.098009
0.593345 0.096272
0.609097 0.094451
0.624723 0.092550
0.640206 0.090575
0.655532 0.088533
0.670685 0.086428
0.685649 0.084266
0.700411 0.082054
0.714956 0.079797
0.729269 0.077501
0.743337 0.075173
0.757145 0.072819
0.770681 0.070446
0.783931 0.068058
0.796882 0.065664
0.809523 0.063269
0.821840 0.060880
0.833821 0.058503
0.845457 0.056145
0.856734 0.053811
0.867642 0.051509
0.878172 0.049245
0.888312 0.047024
0.898052 0.044852
0.907383 0.042736
0.916295 0.040681
0.924780 0.038693
0.932827 0.036776
0.940428 0.034935
0.947573 0.033176
0.954254 0.031501
0.960459 0.029916
0.966180 0.028424
0.971407 0.027029
0.976134 0.025740
0.980365 0.024568
0.984116 0.023528
0.987422 0.022639
0.990339 0.021923
0.992943 0.021397
0.995331 0.021079
0.997623 0.020992
0.999989 0.021177
1.002718 0.021727
1.263165 0.020519
1.526316 0.020516
1.789474 0.020516
2.052632 0.020516
2.315789 0.020516
2.578947 0.020516
2.842105 0.020516
3.105263 0.020516
3.368421 0.020516
3.631579 0.020516
3.894737 0.020516
4.157895 0.020516
4.421053 0.020516
4.684211 0.020516
4.947368 0.020516
5.210526 0.020516
5.473684 0.020516
5.736842 0.020508
6.000000 0.016171
6.000000 -0.019000
5.736842 -0.024277
5.473684 -0.024290
5.210526 -0.024290
4.947368 -0.024290
4.684211 -0.024290
4.421053 -0.024290
4.157895 -0.024290
3.894737 -0.024290
3.631579 -0.024290
3.368421 -0.024290
3.105263 -0.024290
2.842105 -0.024290
2.578947 -0.024290
2.315789 -0.024290
2.052632 -0.024290
1.789474 -0.024290
1.526316 -0.024290
1.263168 -0.024294
1.003226 -0.025480
0.999844 -0.024220
0.997082 -0.023444
0.994511 -0.022988
0.991906 -0.022760
0.989116 -0.022698
0.986031 -0.022753
0.982563 -0.022883
0.978650 -0.023053
0.974251 -0.023233
0.969346 -0.023406
0.963929 -0.023561
0.958008 -0.023695
0.951590 -0.023811
0.944689 -0.023910
0.937315 -0.023997
0.929480 -0.024073
0.921194 -0.024141
0.912470 -0.024205
0.903317 -0.024265
0.893747 -0.024325
0.883771 -0.024385
0.873401 -0.024448
0.862648 -0.024516
0.851523 -0.024589
0.840041 -0.024670
0.828212 -0.024760
0.816049 -0.024860
0.803566 -0.024971
0.790775 -0.025095
0.777690 -0.025233
0.764324 -0.025385
0.750692 -0.025553
0.736808 -0.025738
0.722685 -0.025939
0.708339 -0.026158
0.693783 -0.026395
0.679034 -0.026649
0.664105 -0.026921
0.649011 -0.027211
0.633769 -0.027517
0.618392 -0.027838
0.602897 -0.028175
0.587299 -0.028525
0.571613 -0.028887
0.555855 -0.029259
0.540041 -0.029639
0.524185 -0.030024
0.508303 -0.030413
0.492410 -0.030802
0.476523 -0.031188
0.460656 -0.031568
0.444825 -0.031939
0.429044 -0.032296
0.413332 -0.032636
0.397721 -0.032957
0.382281 -0.033266
0.367060 -0.033585
0.351993 -0.033925
0.337076 -0.034285
0.322315 -0.034660
0.307720 -0.035045
0.293303 -0.035433
0.279076 -0.035819
0.265051 -0.036194
0.251239 -0.036553
0.237652 -0.036889
0.224302 -0.037194
0.211200 -0.037463
0.198359 -0.037688
0.185788 -0.037864
0.173499 -0.037983
0.161503 -0.038040
0.149811 -0.038029
0.138434 -0.037943
0.127382 -0.037778
0.116666 -0.037528
0.106297 -0.037187
0.096285 -0.036752
0.086641 -0.036217
0.077374 -0.035578
0.068495 -0.034830
0.060014 -0.033971
0.051941 -0.032996
0.044286 -0.031902
0.037060 -0.030686
0.030271 -0.029345
0.023931 -0.027875
0.018048 -0.026274
0.012632 -0.024540
0.007692 -0.022668
0.003236 -0.020658
-0.000734 -0.018506
-0.004219 -0.016212
-0.007224 -0.013776
-0.009760 -0.011202
-0.011840 -0.008496
-0.013473 -0.005666
-0.014665 -0.002722
-0.015420 0.000324
-0.015735 0.003462
-0.015603 0.006681
-0.015014 0.009971
-0.013954 0.013323
-0.012409 0.016729
-0.010360 0.020183
-0.007796 0.023681
-0.004704 0.027216
-0.001079 0.030785
0.003080 0.034382
0.007770 0.038001
0.012986 0.041635
0.018723 0.045277
0.024973 0.048919
0.031729 0.052550
0.038983 0.056163
0.046726 0.059748
0.054951 0.063294
0.063649 0.066792
0.072808 0.070232
0.082421 0.073603
0.092476 0.076896
0.102962 0.080099
0.113868 0.083204
0.125182 0.086201
0.136891 0.089079
0.148982 0.091831
0.161441 0.094446
0.174255 0.096916
0.187409 0.099234
0.200887 0.101392
0.214675 0.103382
0.228757 0.105198
0.243116 0.106835
0.257736 0.108286
0.272600 0.109547
0.287691 0.110613
0.302991 0.111482
0.318483 0.112151
0.334148 0.112617
0.349965 0.112879
0.365911 0.112939
0.381950 0.112802
0.397982 0.112487
0.414028 0.112024
0.430126 0.111429
0.446277 0.110706
0.462466 0.109859
0.478677 0.108890
0.494893 0.107804
0.511096 0.106604
0.527270 0.105295
0.543400 0.103881
0.559467 0.102366
0.575457 0.100756
0.591353 0.099056
0.607138 0.097270
0.622797 0.095404
0.638315 0.093463
0.653675 0.091454
0.668864 0.089381
0.683864 0.087250
0.698663 0.085068
0.713245 0.082840
0.727596 0.080573
0.741702 0.078272
0.755549 0.075944
0.769124 0.073595
0.782413 0.071231
0.795405 0.068859
0.808085 0.066485
0.820443 0.064116
0.832466 0.061757
0.844142 0.059415
0.855461 0.057097
0.866411 0.054808
0.876982 0.052556
0.887163 0.050344
0.896945 0.048181
0.906317 0.046071
0.915269 0.044019
0.923794 0.042032
0.931880 0.040114
0.939519 0.038269
0.946701 0.036503
0.953417 0.034818
0.959658 0.033219
0.965413 0.031709
0.970675 0.030295
0.975442 0.028985
0.979719 0.027791
0.983527 0.026732
0.986907 0.025831
0.989920 0.025113
0.992647 0.024604
0.995195 0.024334
0.997701 0.024340
1.000368 0.024682
1.003567 0.025484
1.263169 0.024294
1.526316 0.024290
1.789474 0.024290
2.052632 0.024290
2.315789 0.024290
2.578947 0.024290
2.842105 0.024290
3.105263 0.024290
3.368421 0.024290
3.631579 0.024290
3.894737 0.024290
4.157895 0.024290
4.421053 0.024290
4.684211 0.024290
4.947368 0.024290
5.210526 0.024290
5.473684 0.024290
5.736842 0.024277
6.000000 0.019000
6.000000 -0.022238
5.736842 -0.028480
5.473684 -0.028499
5.210526 -0.028499
4.947368 -0.028499
4.684211 -0.028499
4.421053 -0.028499
4.157895 -0.028499
3.894737 -0.028499
3.631579 -0.028499
3.368421 -0.028499
3.105263 -0.028499
2.842105 -0.028499
2.578947 -0.028499
2.315789 -0.028499
2.052632 -0.028499
1.789474 -0.028499
1.526316 -0.028499
1.263176 -0.028503
1.004299 -0.029664
1.000337 -0.028123
0.997226 -0.027158
0.994411 -0.026578
0.991620 -0.026274
0.988686 -0.026172
0.985486 -0.026212
0.981927 -0.026346
0.977943 -0.026532
0.973487 -0.026736
0.968534 -0.026935
0.963075 -0.027118
0.957114 -0.027278
0.950657 -0.027415
0.943715 -0.027533
0.936299 -0.027634
0.928422 -0.027721
0.920093 -0.027797
0.911325 -0.027865
0.902128 -0.027928
0.892514 -0.027986
0.882493 -0.028043
0.872077 -0.028101
0.861279 -0.028160
0.850110 -0.028224
0.838582 -0.028292
0.826709 -0.028368
0.814501 -0.028452
0.801974 -0.028546
0.789139 -0.028651
0.776010 -0.028768
0.762602 -0.028898
0.748927 -0.029043
0.735000 -0.029202
0.720836 -0.029377
0.706449 -0.029568
0.691853 -0.029776
0.677063 -0.030000
0.662095 -0.030240
0.646963 -0.030497
0.631682 -0.030769
0.616268 -0.031055
0.600737 -0.031355
0.585103 -0.031668
0.569382 -0.031991
0.553589 -0.032324
0.537740 -0.032663
0.521851 -0.033007
0.505937 -0.033354
0.490013 -0.033699
0.474095 -0.034041
0.458198 -0.034376
0.442338 -0.034700
0.426529 -0.035010
0.410791 -0.035302
0.395160 -0.035576
0.379702 -0.035838
0.364450 -0.036110
0.349355 -0.036400
0.334413 -0.036708
0.319629 -0.037031
0.305012 -0.037363
0.290575 -0.037697
0.276328 -0.038028
0.262283 -0.038348
0.248454 -0.038651
0.234850 -0.038930
0.221485 -0.039179
0.208369 -0.039390
0.195514 -0.039557
0.182931 -0.039674
0.170631 -0.039734
0.158625 -0.039731
0.146925 -0.039659
0.135541 -0.039513
0.124485 -0.039286
0.113765 -0.038974
0.103395 -0.038572
0.093383 -0.038073
0.083740 -0.037475
0.074478 -0.036773
0.065605 -0.035962
0.057134 -0.035038
0.049073 -0.033999
0.041433 -0.032840
0.034225 -0.031558
0.027458 -0.030150
0.021143 -0.028614
0.015291 -0.026945
0.009910 -0.025142
0.005009 -0.023201
0.000593 -0.021120
-0.003335 -0.018898
-0.006781 -0.016533
-0.009752 -0.014028
-0.012262 -0.011388
-0.014323 -0.008619
-0.015943 -0.005729
-0.017129 -0.002727
-0.017882 0.000375
-0.018201 0.003569
-0.018079 0.006845
-0.017505 0.010192
-0.016466 0.013603
-0.014946 0.017069
-0.012930 0.020585
-0.010402 0.024143
-0.007348 0.027739
-0.003762 0.031368
0.000359 0.035024
0.005016 0.038703
0.010202 0.042396
0.015913 0.046097
0.022141 0.049797
0.028878 0.053487
0.036117 0.057159
0.043848 0.060801
0.052063 0.064406
0.060753 0.067962
0.069909 0.071460
0.079518 0.074889
0.089573 0.078239
0.100060 0.081500
0.110969 0.084662
0.122287 0.087716
0.134001 0.090651
0.146100 0.093459
0.158568 0.096130
0.171392 0.098657
0.184556 0.101030
0.198047 0.103243
0.211849 0.105289
0.225945 0.107160
0.240320 0.108850
0.254957 0.110355
0.269839 0.111670
0.284949 0.112790
0.300269 0.113712
0.315781 0.114433
0.331467 0.114951
0.347306 0.115265
0.363272 0.115377
0.379331 0.115292
0.395395 0.115029
0.411474 0.114617
0.427601 0.114070
0.443781 0.113395
0.460000 0.112594
0.476240 0.111672
0.492487 0.110631
0.508722 0.109475
0.524929 0.108210
0.541092 0.106838
0.557193 0.105366
0.573218 0.103797
0.589149 0.102137
0.604971 0.100390
0.620667 0.098562
0.636223 0.096659
0.651622 0.094685
0.666849 0.092648
0.681890 0.090551
0.696729 0.088402
0.711353 0.086206
0.725745 0.083969
0.739894 0.081697
0.753784 0.079397
0.767402 0.077075
0.780736 0.074736
0.793772 0.072388
0.806498 0.070036
0.818901 0.067688
0.830969 0.065348
0.842692 0.063024
0.854056 0.060721
0.865053 0.058446
0.875670 0.056205
0.885897 0.054004
0.895725 0.051848
0.905143 0.049743
0.914141 0.047694
0.922710 0.045707
0.930841 0.043786
0.938524 0.041936
0.945749 0.040160
0.952508 0.038463
0.958790 0.036849
0.964588 0.035321
0.969895 0.033887
0.974713 0.032556
0.979050 0.031343
0.982931 0.030269
0.986402 0.029362
0.989528 0.028652
0.992397 0.028173
0.995125 0.027965
0.997871 0.028080
1.000881 0.028597
1.004643 0.029670
1.263177 0.028504
1.526316 0.028499
1.789474 0.028499
2.052632 0.028499
2.315789 0.028499
2.578947 0.028499
2.842105 0.028499
3.105263 0.028499
3.368421 0.028499
3.631579 0.028499
3.894737 0.028499
4.157895 0.028499
4.421053 0.028499
4.684211 0.028499
4.947368 0.028499
5.210526 0.028499
5.473684 0.028499
5.736842 0.028480
6.000000 0.022238
6.000000 -0.025944
5.736842 -0.033208
5.473684 -0.033236
5.210526 -0.033236
4.947368 -0.033236
4.684211 -0.033236
4.421053 -0.033236
4.157895 -0.033236
3.894737 -0.033236
3.631579 -0.033236
3.368421 -0.033236
3.105263 -0.033236
2.842105 -0.033236
2.578947 -0.033236
2.315789 -0.033236
2.052632 -0.033236
1.789474 -0.033236
1.526316 -0.033236
1.263188 -0.033242
1.005687 -0.034367
1.000997 -0.032524
0.997471 -0.031353
0.994373 -0.030632
0.991372 -0.030237
0.988272 -0.030081
0.984939 -0.030094
0.981272 -0.030222
0.977200 -0.030415
0.972672 -0.030637
0.967659 -0.030861
0.962147 -0.031069
0.956135 -0.031254
0.949630 -0.031415
0.942640 -0.031553
0.935177 -0.031670
0.927251 -0.031770
0.918873 -0.031855
0.910055 -0.031929
0.900808 -0.031994
0.891143 -0.032053
0.881071 -0.032107
0.870605 -0.032159
0.859756 -0.032211
0.848537 -0.032264
0.836959 -0.032321
0.825035 -0.032382
0.812777 -0.032450
0.800200 -0.032525
0.787316 -0.032610
0.774139 -0.032705
0.760682 -0.032811
0.746960 -0.032930
0.732986 -0.033062
0.718776 -0.033208
0.704342 -0.033369
0.689701 -0.033545
0.674867 -0.033736
0.659854 -0.033941
0.644679 -0.034162
0.629356 -0.034396
0.613901 -0.034644
0.598328 -0.034904
0.582654 -0.035175
0.566894 -0.035456
0.551062 -0.035745
0.535176 -0.036039
0.519250 -0.036337
0.503300 -0.036636
0.487341 -0.036934
0.471389 -0.037226
0.455458 -0.037510
0.439565 -0.037783
0.423725 -0.038041
0.407960 -0.038280
0.392307 -0.038500
0.376826 -0.038711
0.361543 -0.038929
0.346418 -0.039163
0.331447 -0.039414
0.316637 -0.039679
0.301996 -0.039951
0.287536 -0.040225
0.273267 -0.040495
0.259202 -0.040753
0.245353 -0.040994
0.231732 -0.041209
0.218350 -0.041394
0.205218 -0.041540
0.192348 -0.041642
0.179753 -0.041693
0.167441 -0.041686
0.155426 -0.041616
0.143718 -0.041477
0.132327 -0.041262
0.121265 -0.040967
0.110543 -0.040586
0.100171 -0.040114
0.090160 -0.039545
0.080521 -0.038877
0.071264 -0.038103
0.062400 -0.037221
0.053940 -0.036225
0.045893 -0.035113
0.038271 -0.033881
0.031084 -0.032525
0.024342 -0.031043
0.018057 -0.029431
0.012238 -0.027687
0.006894 -0.025807
0.002034 -0.023789
-0.002341 -0.021630
-0.006230 -0.019330
-0.009640 -0.016889
-0.012584 -0.014310
-0.015073 -0.011598
-0.017119 -0.008760
-0.018730 -0.005804
-0.019912 -0.002739
-0.020666 0.000426
-0.020988 0.003683
-0.020873 0.007021
-0.020311 0.010432
-0.019289 0.013909
-0.017792 0.017441
-0.015803 0.021024
-0.013308 0.024650
-0.010291 0.028314
-0.006743 0.032011
-0.002659 0.035735
0.001961 0.039480
0.007116 0.043240
0.012797 0.047007
0.019000 0.050773
0.025716 0.054529
0.032937 0.058266
0.040654 0.061974
0.048858 0.065644
0.057539 0.069265
0.066688 0.072827
0.076294 0.076321
0.086346 0.079736
0.096834 0.083061
0.107745 0.086287
0.119067 0.089405
0.130787 0.092404
0.142893 0.095275
0.155370 0.098010
0.168204 0.100599
0.181381 0.103035
0.194885 0.105310
0.208701 0.107417
0.222814 0.109349
0.237206 0.111101
0.251861 0.112666
0.266762 0.114041
0.281893 0.115220
0.297235 0.116201
0.312770 0.116981
0.328479 0.117557
0.344341 0.117929
0.360330 0.118099
0.376411 0.118073
0.392511 0.117868
0.408626 0.117511
0.424787 0.117019
0.440998 0.116397
0.457249 0.115648
0.473523 0.114777
0.489804 0.113786
0.506075 0.112681
0.522318 0.111464
0.538518 0.110140
0.554658 0.108714
0.570721 0.107191
0.586692 0.105575
0.602554 0.103871
0.618292 0.102086
0.633890 0.100224
0.649333 0.098290
0.664604 0.096291
0.679689 0.094232
0.694574 0.092119
0.709243 0.089957
0.723683 0.087754
0.737879 0.085514
0.751817 0.083244
0.765484 0.080951
0.778867 0.078640
0.791953 0.076317
0.804729 0.073989
0.817183 0.071662
0.829302 0.069343
0.841076 0.067037
0.852493 0.064751
0.863541 0.062490
0.874210 0.060261
0.884489 0.058069
0.894369 0.055921
0.903838 0.053820
0.912888 0.051774
0.921509 0.049786
0.929690 0.047861
0.937423 0.046003
0.944699 0.044218
0.951507 0.042507
0.957840 0.040876
0.963689 0.039330
0.969052 0.037876
0.973932 0.036526
0.978342 0.035298
0.982312 0.034216
0.985891 0.033311
0.989148 0.032620
0.992181 0.032185
0.995118 0.032055
0.998144 0.032296
1.001564 0.033008
1.006036 0.034375
1.263190 0.033242
1.526316 0.033236
1.789474 0.033236
2.052632 0.033236
2.315789 0.033236
2.578947 0.033236
2.842105 0.033236
3.105263 0.033236
3.368421 0.033236
3.631579 0.033236
3.894737 0.033236
4.157895 0.033236
4.421053 0.033236
4.684211 0.033236
4.947368 0.033236
5.210526 0.033236
5.473684 0.033236
5.736842 0.033208
6.000000 0.025944
6.000000 -0.030184
5.736842 -0.038559
5.473684 -0.038601
5.210526 -0.038601
4.947368 -0.038601
4.684211 -0.038601
4.421053 -0.038601
4.157895 -0.038601
3.894737 -0.038601
3.631579 -0.038601
3.368421 -0.038601
3.105263 -0.038601
2.842105 -0.038601
2.578947 -0.038601
2.315789 -0.038601
2.052632 -0.038601
1.789474 -0.038601
1.526316 -0.038601
1.263210 -0.038609
1.007498 -0.039683
1.001874 -0.037513
0.997840 -0.036115
0.994405 -0.035236
0.991158 -0.034733
0.987867 -0.034506
0.984379 -0.034480
0.980587 -0.034589
0.976410 -0.034782
0.971795 -0.035015
0.966708 -0.035257
0.961130 -0.035489
0.955059 -0.035699
0.948496 -0.035882
0.941449 -0.036041
0.933930 -0.036175
0.925947 -0.036289
0.917513 -0.036385
0.908638 -0.036466
0.899333 -0.036535
0.889611 -0.036595
0.879482 -0.036647
0.868959 -0.036694
0.858053 -0.036738
0.846776 -0.036781
0.835141 -0.036825
0.823161 -0.036871
0.810848 -0.036921
0.798215 -0.036977
0.785276 -0.037039
0.772044 -0.037110
0.758533 -0.037191
0.744757 -0.037282
0.730730 -0.037385
0.716467 -0.037500
0.701982 -0.037627
0.687290 -0.037768
0.672406 -0.037922
0.657345 -0.038089
0.642121 -0.038270
0.626750 -0.038462
0.611248 -0.038667
0.595630 -0.038883
0.579911 -0.039108
0.564106 -0.039342
0.548232 -0.039582
0.532303 -0.039826
0.516336 -0.040073
0.500345 -0.040319
0.484347 -0.040563
0.468357 -0.040800
0.452389 -0.041028
0.436460 -0.041243
0.420586 -0.041442
0.404790 -0.041622
0.389113 -0.041783
0.373606 -0.041935
0.358287 -0.042092
0.343129 -0.042264
0.328128 -0.042452
0.313289 -0.042650
0.298621 -0.042856
0.284135 -0.043063
0.269843 -0.043263
0.255755 -0.043452
0.241885 -0.043622
0.228244 -0.043767
0.214843 -0.043879
0.201695 -0.043952
0.188810 -0.043981
0.176200 -0.043957
0.163877 -0.043876
0.151851 -0.043730
0.140134 -0.043514
0.128737 -0.043223
0.117670 -0.042850
0.106946 -0.042391
0.096573 -0.041840
0.086565 -0.041193
0.076930 -0.040444
0.067681 -0.039591
0.058827 -0.038627
0.050380 -0.037550
0.042350 -0.036356
0.034748 -0.035042
0.027585 -0.033603
0.020872 -0.032037
0.014619 -0.030341
0.008836 -0.028511
0.003533 -0.026545
-0.001287 -0.024441
-0.005621 -0.022196
-0.009475 -0.019810
-0.012856 -0.017286
-0.015778 -0.014626
-0.018251 -0.011837
-0.020288 -0.008924
-0.021894 -0.005895
-0.023075 -0.002759
-0.023830 0.000477
-0.024155 0.003803
-0.024046 0.007212
-0.023492 0.010696
-0.022483 0.014244
-0.021003 0.017851
-0.019037 0.021509
-0.016570 0.025211
-0.013587 0.028952
-0.010075 0.032725
-0.006029 0.036525
-0.001446 0.040345
0.003674 0.044180
0.009324 0.048022
0.015499 0.051862
0.022191 0.055692
0.029391 0.059503
0.037091 0.063285
0.045281 0.067028
0.053951 0.070723
0.063092 0.074358
0.072693 0.077925
0.082742 0.081412
0.093229 0.084810
0.104142 0.088109
0.115468 0.091298
0.127194 0.094369
0.139307 0.097311
0.151793 0.100117
0.164639 0.102777
0.177828 0.105283
0.191347 0.107628
0.205179 0.109804
0.219308 0.111805
0.233719 0.113626
0.248394 0.115259
0.263317 0.116701
0.278470 0.117947
0.293836 0.118994
0.309396 0.119840
0.325131 0.120481
0.341018 0.120919
0.357033 0.121154
0.373141 0.121194
0.389278 0.121054
0.405434 0.120760
0.421632 0.120328
0.437880 0.119765
0.454167 0.119075
0.470479 0.118261
0.486798 0.117327
0.503108 0.116277
0.519392 0.115114
0.535633 0.113844
0.551816 0.112470
0.567923 0.110997
0.583939 0.109431
0.599847 0.107776
0.615631 0.106037
0.631277 0.104221
0.646768 0.102331
0.662088 0.100375
0.677224 0.098357
0.692160 0.096284
0.706881 0.094160
0.721373 0.091994
0.735622 0.089789
0.749615 0.087552
0.763337 0.085290
0.776775 0.083009
0.789917 0.080714
0.802749 0.078412
0.815260 0.076109
0.827437 0.073811
0.839269 0.071525
0.850743 0.069255
0.861850 0.067010
0.872578 0.064793
0.882916 0.062611
0.892854 0.060469
0.902382 0.058373
0.911491 0.056328
0.920170 0.054338
0.928409 0.052409
0.936201 0.050544
0.943534 0.048747
0.950400 0.047022
0.956792 0.045375
0.962704 0.043811
0.968134 0.042339
0.973089 0.040974
0.977587 0.039735
0.981661 0.038652
0.985365 0.037760
0.988776 0.037101
0.991999 0.036724
0.995182 0.036690
0.998543 0.037077
1.002468 0.038005
1.007854 0.039692
1.263213 0.038609
1.526316 0.038601
1.789474 0.038601
2.052632 0.038601
2.315789 0.038601
2.578947 0.038601
2.842105 0.038601
3.105263 0.038601
3.368421 0.038601
3.631579 0.038601
3.894737 0.038601
4.157895 0.038601
4.421053 0.038601
4.684211 0.038601
4.947368 0.038601
5.210526 0.038601
5.473684 0.038601
5.736842 0.038559
6.000000 0.030184
6.000000 -0.035036
5.736842 -0.044638
5.473684 -0.044698
5.210526 -0.044699
4.947368 -0.044699
4.684211 -0.044699
4.421053 -0.044699
4.157895 -0.044699
3.894737 -0.044699
3.631579 -0.044699
3.368421 -0.044699
3.105263 -0.044699
2.842105 -0.044699
2.578947 -0.044699
2.315789 -0.044699
2.052632 -0.044699
1.789474 -0.044699
1.526317 -0.044699
1.263248 -0.044708
1.009866 -0.045709
1.003030 -0.043187
0.998365 -0.041538
0.994524 -0.040479
0.990985 -0.039849
0.987470 -0.039537
0.983804 -0.039456
0.979865 -0.039535
0.975566 -0.039717
0.970848 -0.039953
0.965671 -0.040208
0.960015 -0.040458
0.953871 -0.040690
0.947239 -0.040896
0.940126 -0.041074
0.932541 -0.041226
0.924493 -0.041355
0.915993 -0.041462
0.907053 -0.041551
0.897683 -0.041624
0.887896 -0.041685
0.877702 -0.041735
0.867114 -0.041777
0.856143 -0.041813
0.844801 -0.041846
0.833102 -0.041876
0.821058 -0.041906
0.808681 -0.041937
0.795986 -0.041972
0.782984 -0.042011
0.769691 -0.042056
0.756119 -0.042108
0.742283 -0.042169
0.728196 -0.042239
0.713874 -0.042319
0.699332 -0.042410
0.684582 -0.042512
0.669642 -0.042626
0.654525 -0.042751
0.639247 -0.042887
0.623823 -0.043034
0.608268 -0.043191
0.592598 -0.043357
0.576828 -0.043531
0.560974 -0.043712
0.545051 -0.043897
0.529075 -0.044086
0.513062 -0.044275
0.497026 -0.044462
0.480984 -0.044645
0.464951 -0.044821
0.448941 -0.044985
0.432972 -0.045136
0.417060 -0.045269
0.401231 -0.045382
0.385526 -0.045477
0.369988 -0.045562
0.354632 -0.045652
0.339437 -0.045754
0.324401 -0.045869
0.309530 -0.045994
0.294832 -0.046124
0.280318 -0.046254
0.265999 -0.046378
0.251887 -0.046488
0.237994 -0.046578
0.224331 -0.046642
0.210910 -0.046673
0.197743 -0.046665
0.184842 -0.046610
0.172217 -0.046502
0.159881 -0.046336
0.147845 -0.046105
0.136119 -0.045803
0.124715 -0.045425
0.113644 -0.044965
0.102917 -0.044417
0.092546 -0.043778
0.082540 -0.043041
0.072912 -0.042202
0.063671 -0.041258
0.054830 -0.040203
0.046398 -0.039034
0.038388 -0.037748
0.030809 -0.036340
0.023673 -0.034808
0.016992 -0.033147
0.010774 -0.031356
0.005030 -0.029430
-0.000234 -0.027368
-0.005014 -0.025167
-0.009313 -0.022826
-0.013136 -0.020347
-0.016496 -0.017732
-0.019402 -0.014984
-0.021867 -0.012109
-0.023900 -0.009114
-0.025505 -0.006004
-0.026686 -0.002788
-0.027443 0.000527
-0.027771 0.003932
-0.027665 0.007421
-0.027117 0.010985
-0.026115 0.014615
-0.024647 0.018305
-0.022699 0.022047
-0.020254 0.025834
-0.017299 0.029660
-0.013821 0.033519
-0.009811 0.037404
-0.005265 0.041310
-0.000181 0.045230
0.005436 0.049157
0.011581 0.053081
0.018246 0.056995
0.025423 0.060889
0.033103 0.064754
0.041277 0.068581
0.049935 0.072358
0.059066 0.076077
0.068660 0.079726
0.078705 0.083295
0.089191 0.086775
0.100104 0.090155
0.111433 0.093426
0.123165 0.096577
0.135286 0.099600
0.147782 0.102486
0.160639 0.105226
0.173842 0.107811
0.187376 0.110235
0.201225 0.112489
0.215373 0.114568
0.229804 0.116465
0.244502 0.118176
0.259448 0.119694
0.274626 0.121015
0.290019 0.122137
0.305606 0.123057
0.321369 0.123772
0.337285 0.124283
0.353329 0.124592
0.369467 0.124705
0.385645 0.124639
0.401847 0.124416
0.418088 0.124052
0.434375 0.123556
0.450704 0.122931
0.467057 0.122182
0.483420 0.121311
0.499774 0.120323
0.516104 0.119221
0.532392 0.118010
0.548623 0.116694
0.564779 0.115278
0.580845 0.113767
0.596804 0.112166
0.612641 0.110480
0.628340 0.108714
0.643885 0.106874
0.659262 0.104965
0.674454 0.102993
0.689447 0.100963
0.704227 0.098882
0.718778 0.096756
0.733087 0.094590
0.747141 0.092390
0.760925 0.090162
0.774425 0.087913
0.787630 0.085649
0.800527 0.083375
0.813102 0.081097
0.825344 0.078823
0.837241 0.076558
0.848781 0.074307
0.859954 0.072077
0.870748 0.069873
0.881153 0.067702
0.891158 0.065567
0.900753 0.063476
0.909928 0.061432
0.918674 0.059440
0.926980 0.057506
0.934838 0.055632
0.942239 0.053824
0.949173 0.052086
0.955636 0.050423
0.961621 0.048843
0.967131 0.047357
0.972176 0.045981
0.976777 0.044739
0.980972 0.043664
0.984822 0.042795
0.988412 0.042181
0.991858 0.041879
0.995333 0.041959
0.999102 0.042515
1.003654 0.043684
1.010231 0.045721
1.263251 0.044708
1.526317 0.044699
1.789474 0.044699
