Dimensions: 237 60
X Y
0.506046 -0.014454
0.490336 -0.015095
0.474642 -0.015734
0.458979 -0.016368
0.443363 -0.016993
0.427808 -0.017605
0.412330 -0.018200
0.396981 -0.018775
0.381952 -0.019366
0.367046 -0.019989
0.352274 -0.020639
0.337650 -0.021310
0.323186 -0.021994
0.308894 -0.022686
0.294787 -0.023378
0.280877 -0.024064
0.267176 -0.024736
0.253694 -0.025388
0.240444 -0.026014
0.227438 -0.026605
0.214685 -0.027156
0.202197 -0.027660
0.189986 -0.028110
0.178061 -0.028500
0.166434 -0.028824
0.155115 -0.029077
0.144114 -0.029252
0.133442 -0.029344
0.123109 -0.029348
0.113124 -0.029259
0.103498 -0.029072
0.094240 -0.028783
0.085359 -0.028389
0.076865 -0.027884
0.068766 -0.027266
0.061072 -0.026531
0.053790 -0.025676
0.046929 -0.024698
0.040498 -0.023596
0.034503 -0.022366
0.028951 -0.021006
0.023851 -0.019516
0.019207 -0.017892
0.015027 -0.016134
0.011316 -0.014241
0.008080 -0.012212
0.005322 -0.010045
0.003048 -0.007741
0.001262 -0.005299
-0.000034 -0.002719
-0.000836 0.000000
-0.001134 0.002819
-0.000920 0.005701
-0.000191 0.008644
0.001054 0.011646
0.002814 0.014704
0.005089 0.017814
0.007879 0.020972
0.011182 0.024173
0.014997 0.027410
0.019321 0.030678
0.024152 0.033970
0.029485 0.037278
0.035317 0.040594
0.041643 0.043909
0.048457 0.047214
0.055753 0.050502
0.063526 0.053761
0.071767 0.056982
0.080469 0.060155
0.089624 0.063271
0.099221 0.066319
0.109252 0.069289
0.119706 0.072171
0.130572 0.074955
0.141838 0.077632
0.153493 0.080192
0.165523 0.082626
0.177915 0.084926
0.190656 0.087082
0.203731 0.089087
0.217125 0.090934
0.230823 0.092615
0.244809 0.094124
0.259068 0.095455
0.273582 0.096602
0.288335 0.097562
0.303310 0.098329
0.318490 0.098901
0.333857 0.099275
0.349394 0.099449
0.365082 0.099420
0.380904 0.099189
0.396842 0.098756
0.412666 0.098145
0.428536 0.097403
0.444474 0.096534
0.460461 0.095541
0.476483 0.094427
0.492521 0.093195
0.508560 0.091849
0.524582 0.090394
0.540571 0.088833
0.556511 0.087172
0.572384 0.085415
0.588176 0.083566
0.603869 0.081632
0.619448 0.079617
0.634896 0.077527
0.650199 0.075367
0.665342 0.073143
0.680308 0.070861
0.695082 0.068527
0.709651 0.066146
0.724000 0.063726
0.738114 0.061272
0.751980 0.058790
0.765584 0.056287
0.778912 0.053769
0.791953 0.051243
0.804692 0.048715
0.817119 0.046192
0.829220 0.043681
0.840985 0.041188
0.852402 0.038719
0.863459 0.036282
0.874148 0.033883
0.884457 0.031528
0.894378 0.029224
0.903900 0.026977
0.913015 0.024794
0.921714 0.022680
0.929989 0.020642
0.937834 0.018686
0.945240 0.016816
0.952201 0.015040
0.958710 0.013361
0.964762 0.011785
0.970351 0.010317
0.975473 0.008961
0.980122 0.007721
0.984294 0.006601
0.987986 0.005604
0.991195 0.004734
0.993918 0.003993
0.996151 0.003384
0.997894 0.002908
0.999145 0.002567
0.999903 0.002362
1.000166 0.002294
1.263158 0.001045
1.526316 0.001045
1.789474 0.001045
2.052632 0.001045
2.315789 0.001045
2.578947 0.001045
2.842105 0.001045
3.105263 0.001045
3.368421 0.001045
3.631579 0.001045
3.894737 0.001045
4.157895 0.001045
4.421053 0.001045
4.684211 0.001045
4.947368 0.001045
5.210526 0.001045
5.473684 0.001045
5.736842 0.001045
6.000000 0.001045
6.000000 -0.001684
5.736842 -0.001684
5.473684 -0.001684
5.210526 -0.001684
4.947368 -0.001684
4.684211 -0.001684
4.421053 -0.001684
4.157895 -0.001684
3.894737 -0.001684
3.631579 -0.001684
3.368421 -0.001684
3.105263 -0.001684
2.842105 -0.001684
2.578947 -0.001684
2.315789 -0.001684
2.052632 -0.001684
1.789474 -0.001684
1.526316 -0.001684
1.263158 -0.001684
0.999834 -0.002932
0.999551 -0.002933
0.998755 -0.002937
0.997449 -0.002944
0.995633 -0.002953
0.993309 -0.002964
0.990479 -0.002979
0.987148 -0.002997
0.983318 -0.003019
0.978994 -0.003044
0.974181 -0.003074
0.968884 -0.003109
0.963109 -0.003148
0.956863 -0.003194
0.950151 -0.003246
0.942983 -0.003305
0.935365 -0.003371
0.927306 -0.003446
0.918815 -0.003531
0.909900 -0.003625
0.900573 -0.003731
0.890842 -0.003849
0.880718 -0.003980
0.870212 -0.004126
0.859336 -0.004286
0.848101 -0.004463
0.836519 -0.004657
0.824601 -0.004869
0.812362 -0.005100
0.799813 -0.005352
0.786969 -0.005625
0.773841 -0.005919
0.760444 -0.006236
0.746793 -0.006575
0.732900 -0.006939
0.718780 -0.007325
0.704448 -0.007736
0.689919 -0.008171
0.675207 -0.008629
0.660328 -0.009109
0.645295 -0.009613
0.630125 -0.010137
0.614834 -0.010682
0.599435 -0.011245
0.583944 -0.011826
0.568378 -0.012421
0.552751 -0.013030
0.537079 -0.013649
0.521377 -0.014276
0.505661 -0.014907
0.489946 -0.015541
0.474246 -0.016173
0.458579 -0.016799
0.442958 -0.017417
0.427398 -0.018021
0.411915 -0.018609
0.396563 -0.019176
0.381529 -0.019758
0.366618 -0.020373
0.351842 -0.021015
0.337214 -0.021678
0.322746 -0.022354
0.308451 -0.023037
0.294340 -0.023720
0.280426 -0.024397
0.266721 -0.025061
0.253236 -0.025704
0.239983 -0.026321
0.226973 -0.026903
0.214217 -0.027445
0.201727 -0.027940
0.189512 -0.028381
0.177585 -0.028762
0.165955 -0.029077
0.154634 -0.029320
0.143631 -0.029485
0.132956 -0.029568
0.122621 -0.029562
0.112634 -0.029464
0.103006 -0.029268
0.093745 -0.028969
0.084863 -0.028565
0.076367 -0.028050
0.068266 -0.027423
0.060571 -0.026678
0.053288 -0.025813
0.046426 -0.024826
0.039993 -0.023714
0.033997 -0.022474
0.028445 -0.021104
0.023343 -0.019604
0.018699 -0.017971
0.014518 -0.016203
0.010807 -0.014300
0.007569 -0.012261
0.004812 -0.010084
0.002537 -0.007771
0.000751 -0.005319
-0.000545 -0.002728
-0.001347 0.000000
-0.001645 0.002829
-0.001430 0.005721
-0.000701 0.008673
0.000544 0.011685
0.002304 0.014752
0.004580 0.017872
0.007371 0.021040
0.010675 0.024250
0.014491 0.027498
0.018816 0.030775
0.023648 0.034077
0.028982 0.037394
0.034815 0.040719
0.041142 0.044044
0.047958 0.047359
0.055256 0.050656
0.063030 0.053924
0.071273 0.057155
0.079977 0.060337
0.089133 0.063462
0.098732 0.066519
0.108765 0.069498
0.119222 0.072389
0.130090 0.075183
0.141359 0.077869
0.153016 0.080438
0.165049 0.082881
0.177444 0.085190
0.190187 0.087355
0.203265 0.089369
0.216662 0.091224
0.230363 0.092914
0.244353 0.094431
0.258614 0.095771
0.273132 0.096927
0.287889 0.097895
0.302868 0.098671
0.318051 0.099251
0.333422 0.099633
0.348963 0.099815
0.364655 0.099794
0.380481 0.099571
0.396423 0.099146
0.412252 0.098543
0.428127 0.097809
0.444069 0.096948
0.460061 0.095962
0.476087 0.094855
0.492131 0.093631
0.508174 0.092293
0.524202 0.090845
0.540196 0.089291
0.556141 0.087637
0.572020 0.085887
0.587818 0.084045
0.603516 0.082118
0.619101 0.080109
0.634556 0.078025
0.649865 0.075872
0.665014 0.073654
0.679986 0.071378
0.694767 0.069050
0.709343 0.066675
0.723698 0.064261
0.737819 0.061812
0.751692 0.059335
0.765303 0.056838
0.778639 0.054325
0.791687 0.051804
0.804434 0.049281
0.816868 0.046763
0.828977 0.044256
0.840749 0.041768
0.852174 0.039304
0.863239 0.036871
0.873936 0.034475
0.884254 0.032124
0.894182 0.029824
0.903713 0.027581
0.912836 0.025401
0.921544 0.023290
0.929828 0.021255
0.937681 0.019302
0.945096 0.017435
0.952066 0.015661
0.958584 0.013985
0.964646 0.012411
0.970244 0.010945
0.975375 0.009591
0.980033 0.008352
0.984215 0.007234
0.987917 0.006239
0.991135 0.005370
0.993868 0.004630
0.996111 0.004021
0.997864 0.003546
0.999125 0.003205
0.999893 0.003001
1.000166 0.002932
1.263158 0.001684
1.526316 0.001684
1.789474 0.001684
2.052632 0.001684
2.315789 0.001684
2.578947 0.001684
2.842105 0.001684
3.105263 0.001684
3.368421 0.001684
3.631579 0.001684
3.894737 0.001684
4.157895 0.001684
4.421053 0.001684
4.684211 0.001684
4.947368 0.001684
5.210526 0.001684
5.473684 0.001684
5.736842 0.001684
6.000000 0.001684
6.000000 -0.002415
5.736842 -0.002415
5.473684 -0.002415
5.210526 -0.002415
4.947368 -0.002415
4.684211 -0.002415
4.421053 -0.002415
4.157895 -0.002415
3.894737 -0.002415
3.631579 -0.002415
3.368421 -0.002415
3.105263 -0.002415
2.842105 -0.002415
2.578947 -0.002415
2.315789 -0.002415
2.052632 -0.002415
1.789474 -0.002415
1.526316 -0.002415
1.263158 -0.002415
0.999834 -0.003663
0.999539 -0.003665
0.998732 -0.003668
0.997415 -0.003674
0.995587 -0.003682
0.993252 -0.003693
0.990411 -0.003707
0.987069 -0.003724
0.983228 -0.003744
0.978893 -0.003768
0.974069 -0.003796
0.968762 -0.003829
0.962976 -0.003866
0.956719 -0.003910
0.949998 -0.003959
0.942819 -0.004015
0.935191 -0.004079
0.927122 -0.004151
0.918620 -0.004232
0.909696 -0.004324
0.900359 -0.004426
0.890618 -0.004540
0.880485 -0.004667
0.869970 -0.004809
0.859085 -0.004965
0.847840 -0.005137
0.836249 -0.005326
0.824323 -0.005534
0.812075 -0.005760
0.799518 -0.006007
0.786665 -0.006274
0.773529 -0.006563
0.760124 -0.006874
0.746464 -0.007208
0.732563 -0.007565
0.718436 -0.007946
0.704096 -0.008351
0.689559 -0.008779
0.674840 -0.009230
0.659953 -0.009704
0.644913 -0.010200
0.629737 -0.010718
0.614438 -0.011255
0.599032 -0.011811
0.583535 -0.012384
0.567962 -0.012972
0.552329 -0.013573
0.536650 -0.014184
0.520942 -0.014803
0.505220 -0.015427
0.489499 -0.016052
0.473794 -0.016675
0.458121 -0.017293
0.442494 -0.017902
0.426929 -0.018498
0.411441 -0.019076
0.396083 -0.019634
0.381045 -0.020208
0.366129 -0.020814
0.351348 -0.021446
0.336715 -0.022099
0.322242 -0.022765
0.307943 -0.023439
0.293828 -0.024112
0.279910 -0.024779
0.266201 -0.025433
0.252712 -0.026067
0.239455 -0.026673
0.226441 -0.027245
0.213682 -0.027776
0.201188 -0.028260
0.188970 -0.028691
0.177040 -0.029061
0.165407 -0.029366
0.154082 -0.029598
0.143077 -0.029753
0.132400 -0.029825
0.122061 -0.029808
0.112072 -0.029699
0.102442 -0.029492
0.093179 -0.029182
0.084295 -0.028767
0.075797 -0.028241
0.067695 -0.027602
0.059997 -0.026846
0.052713 -0.025971
0.045849 -0.024972
0.039415 -0.023849
0.033418 -0.022598
0.027864 -0.021217
0.022762 -0.019705
0.018117 -0.018061
0.013935 -0.016282
0.010223 -0.014368
0.006985 -0.012317
0.004227 -0.010129
0.001953 -0.007804
0.000166 -0.005341
-0.001130 -0.002740
-0.001932 0.000000
-0.002230 0.002840
-0.002015 0.005743
-0.001285 0.008707
-0.000040 0.011730
0.001721 0.014808
0.003997 0.017939
0.006789 0.021118
0.010094 0.024339
0.013911 0.027598
0.018237 0.030886
0.023070 0.034199
0.028406 0.037527
0.034240 0.040863
0.040569 0.044199
0.047386 0.047525
0.054686 0.050832
0.062462 0.054111
0.070707 0.057352
0.079413 0.060546
0.088571 0.063681
0.098173 0.066749
0.108208 0.069738
0.118667 0.072640
0.129538 0.075444
0.140809 0.078140
0.152469 0.080720
0.164505 0.083173
0.176903 0.085492
0.189650 0.087667
0.202731 0.089691
0.216132 0.091556
0.229836 0.093256
0.243829 0.094783
0.258095 0.096133
0.272617 0.097298
0.287377 0.098276
0.302360 0.099062
0.317548 0.099651
0.332924 0.100043
0.348469 0.100234
0.364166 0.100223
0.379997 0.100009
0.395943 0.099593
0.411778 0.098999
0.427657 0.098274
0.443605 0.097422
0.459603 0.096445
0.475635 0.095346
0.491684 0.094130
0.507733 0.092800
0.523767 0.091361
0.539767 0.089815
0.555718 0.088169
0.571604 0.086427
0.587408 0.084593
0.603113 0.082673
0.618705 0.080673
0.634166 0.078596
0.649483 0.076450
0.664638 0.074239
0.679618 0.071971
0.694407 0.069649
0.708990 0.067281
0.723353 0.064873
0.737482 0.062431
0.751363 0.059960
0.764982 0.057469
0.778326 0.054962
0.791382 0.052447
0.804137 0.049930
0.816580 0.047417
0.828698 0.044916
0.840479 0.042432
0.851913 0.039973
0.862988 0.037544
0.873694 0.035154
0.884020 0.032807
0.893958 0.030511
0.903498 0.028272
0.912631 0.026096
0.921349 0.023989
0.929643 0.021957
0.937507 0.020007
0.944932 0.018144
0.951912 0.016372
0.958441 0.014699
0.964512 0.013128
0.970121 0.011664
0.975263 0.010312
0.979932 0.009075
0.984125 0.007959
0.987838 0.006965
0.991067 0.006097
0.993811 0.005358
0.996065 0.004751
0.997830 0.004276
0.999102 0.003936
0.999881 0.003732
1.000166 0.003663
1.263158 0.002415
1.526316 0.002415
1.789474 0.002415
2.052632 0.002415
2.315789 0.002415
2.578947 0.002415
2.842105 0.002415
3.105263 0.002415
3.368421 0.002415
3.631579 0.002415
3.894737 0.002415
4.157895 0.002415
4.421053 0.002415
4.684211 0.002415
4.947368 0.002415
5.210526 0.002415
5.473684 0.002415
5.736842 0.002415
6.000000 0.002415
6.000000 -0.003252
5.736842 -0.003252
5.473684 -0.003252
5.210526 -0.003252
4.947368 -0.003252
4.684211 -0.003252
4.421053 -0.003252
4.157895 -0.003252
3.894737 -0.003252
3.631579 -0.003252
3.368421 -0.003252
3.105263 -0.003252
2.842105 -0.003252
2.578947 -0.003252
2.315789 -0.003252
2.052632 -0.003252
1.789474 -0.003252
1.526316 -0.003252
1.263158 -0.003252
0.999834 -0.004501
0.999526 -0.004502
0.998706 -0.004505
0.997375 -0.004510
0.995535 -0.004518
0.993186 -0.004528
0.990333 -0.004541
0.986978 -0.004556
0.983125 -0.004575
0.978778 -0.004597
0.973941 -0.004623
0.968621 -0.004653
0.962824 -0.004688
0.956555 -0.004729
0.949821 -0.004775
0.942631 -0.004829
0.934991 -0.004889
0.926910 -0.004958
0.918398 -0.005035
0.909462 -0.005123
0.900114 -0.005221
0.890363 -0.005331
0.880219 -0.005454
0.869693 -0.005590
0.858797 -0.005742
0.847542 -0.005909
0.835941 -0.006093
0.824005 -0.006295
0.811747 -0.006516
0.799179 -0.006756
0.786316 -0.007018
0.773171 -0.007300
0.759757 -0.007605
0.746087 -0.007932
0.732177 -0.008283
0.718041 -0.008657
0.703693 -0.009054
0.689147 -0.009475
0.674419 -0.009918
0.659524 -0.010385
0.644476 -0.010873
0.629291 -0.011383
0.613984 -0.011912
0.598571 -0.012460
0.583066 -0.013024
0.567486 -0.013603
0.551845 -0.014195
0.536159 -0.014797
0.520444 -0.015407
0.504715 -0.016021
0.488987 -0.016637
0.473276 -0.017250
0.457596 -0.017859
0.441963 -0.018457
0.426392 -0.019043
0.410898 -0.019612
0.395534 -0.020159
0.380490 -0.020722
0.365568 -0.021318
0.350782 -0.021939
0.336143 -0.022581
0.321666 -0.023237
0.307361 -0.023899
0.293241 -0.024561
0.279319 -0.025217
0.265605 -0.025859
0.252112 -0.026481
0.238850 -0.027076
0.225832 -0.027636
0.213069 -0.028156
0.200571 -0.028628
0.188350 -0.029046
0.176416 -0.029405
0.164779 -0.029697
0.153451 -0.029917
0.142442 -0.030059
0.131762 -0.030119
0.121421 -0.030090
0.111429 -0.029968
0.101796 -0.029748
0.092531 -0.029426
0.083644 -0.028998
0.075144 -0.028460
0.067040 -0.027808
0.059340 -0.027039
0.052054 -0.026151
0.045189 -0.025140
0.038753 -0.024003
0.032755 -0.022739
0.027200 -0.021346
0.022096 -0.019821
0.017450 -0.018164
0.013268 -0.016372
0.009555 -0.014445
0.006317 -0.012381
0.003558 -0.010181
0.001283 -0.007843
-0.000504 -0.005367
-0.001800 -0.002752
-0.002602 0.000000
-0.002900 0.002853
-0.002684 0.005769
-0.001954 0.008745
-0.000709 0.011781
0.001053 0.014872
0.003330 0.018016
0.006123 0.021207
0.009429 0.024441
0.013247 0.027712
0.017574 0.031014
0.022408 0.034339
0.027746 0.037679
0.033582 0.041028
0.039912 0.044376
0.046731 0.047714
0.054033 0.051034
0.061811 0.054325
0.070059 0.057579
0.078767 0.060784
