i,j,x,y
182,0,0.9904911667297508,0.003914228577998655
183,0,0.9939678694673543,0.002961049221208594
184,0,0.9966769706997294,0.0022147824723221556
185,0,0.9986147204104443,0.0016790920588344754
186,0,0.9997784409900564,0.0013566163854952947
187,0,1.0001665262873147,0.0012489471548600977
188,0,1.015907958988382,0.0
189,0,1.0342021118250209,0.0
190,0,1.0552403875871559,0.0
191,0,1.079434404713611,0.0
192,0,1.1072575244090346,0.0
193,0,1.1392541120587716,0.0
194,0,1.1760501878559693,0.0
195,0,1.2183656750227465,0.0
196,0,1.2670284852645404,0.0
197,0,1.322990717042603,0.0
198,0,1.3873472835873752,0.0
199,0,1.4613573351138633,0.0
200,0,1.5464688943693248,0.0
201,0,1.6443471875131053,0.0
202,0,1.7569072246284527,0.0
203,0,1.8863512673111025,0.0
204,0,2.0352119163961495,0.0
205,0,2.2064016628439536,0.0
206,0,2.4032698712589284,0.0
207,0,2.6296683109361494,0.0
208,0,2.8900265165649537,0.0
209,0,3.1894384530380786,0.0
210,0,3.5337621799821717,0.0
211,0,3.929734465967879,0.0
212,0,4.385102594851443,0.0
213,0,4.90877594306754,0.0
214,0,5.5110002935160525,0.0
215,0,6.203558296531842,0.0
216,0,6.999999999999999,0.0
0,1,6.999999999999999,-0.00024403815101448068
1,1,6.203558296531842,-0.00024403815101448068
2,1,5.5110002935160525,-0.00024403815101448068
3,1,4.90877594306754,-0.00024403815101448068
4,1,4.385102594851443,-0.00024403815101448068
5,1,3.929734465967879,-0.00024403815101448068
6,1,3.5337621799821717,-0.00024403815101448068
7,1,3.1894384530380786,-0.00024403815101448068
8,1,2.8900265165649537,-0.00024403815101448068
9,1,2.6296683109361494,-0.00024403815101448068
10,1,2.4032698712589284,-0.00024403815101448068
11,1,2.2064016628439536,-0.00024403815101448068
12,1,2.0352119163961495,-0.00024403815101448068
13,1,1.8863512673111025,-0.00024403815101448068
14,1,1.7569072246284527,-0.00024403815101448068
15,1,1.6443471875131053,-0.00024403815101448068
16,1,1.5464688943693248,-0.00024403815101448068
17,1,1.4613573351138633,-0.00024403815101448068
18,1,1.3873472835873752,-0.00024403815101448068
19,1,1.322990717042603,-0.00024403815101448068
20,1,1.2670284852645404,-0.00024403815101448068
21,1,1.2183656750227465,-0.00024403815101448068
22,1,1.1760501878559693,-0.00024403815101448068
23,1,1.1392541120587716,-0.00024403815101448068
24,1,1.1072575244090346,-0.00024403815101448068
25,1,1.079434404713611,-0.00024403815101448068
26,1,1.0552403875871559,-0.00024403815101448068
27,1,1.0342021118250209,-0.00024403815101448068
28,1,1.015907958988382,-0.00024403815101448068
29,1,0.9998334804858131,-0.001492934507415514
30,1,0.9994261273696606,-0.0014951764279478104
31,1,0.9982144887282852,-0.001501953131365147
32,1,0.9962007085805358,-0.0015134182423854712
33,1,0.9933883517351719,-0.0015298304110206355
34,1,0.9897823929739997,-0.00155155703376213
35,1,0.9853892021015528,-0.001579079085490111
36,1,0.9802165250466218,-0.0016129966989402588
37,1,0.9742734612432592,-0.0016540350452230188
38,1,0.9675704375538304,-0.0017030500001142717
39,1,0.9601191790232162,-0.0017610330290985508
40,1,0.9519326767707375,-0.0018291146914128117
41,1,0.9430251533344409,-0.0019085661511112559
42,1,0.9334120257811006,-0.0020007980923771153
43,1,0.923109866885116,-0.0021073564672810744
44,1,0.9121363646611781,-0.0022299145566667873
45,1,0.9005102805102756,-0.002370260897947794
46,1,0.8882514062076923,-0.0025302827258351602
47,1,0.8753805199267385,-0.0027119446813253707
48,1,0.8619193414548251,-0.0029172626680482967
49,1,0.847890486720977,-0.0031482728702294633
50,1,0.8333174217178447,-0.003406996089560577
51,1,0.8182244158684817,-0.003695397705365738
52,1,0.8026364948602167,-0.004015343709555807
53,1,0.7865793929462352,-0.0043685534107778725
54,1,0.7700795047011024,-0.004756549536702486
55,1,0.7531638362101161,-0.00518060658543304
56,1,0.735859955674443,-0.005641698382687571
57,1,0.7181959434243984,-0.006140445887127184
58,1,0.7002003413515105,-0.0066770663488695085
59,1,0.6819021017952762,-0.00725132496324383
60,1,0.6633305359515579,-0.007862490171260303
61,1,0.6445152619047843,-0.008509293738823165
62,1,0.6254861524237193,-0.009189896697907748
63,1,0.6062732826985229,-0.009901862155036974
64,1,0.586906878233072,-0.010642135866512343
65,1,0.567417263138916,-0.011407035347860488
66,1,0.5478348091038348,-0.012192248129479458
67,1,0.5281898853268897,-0.0129928395948472
68,1,0.5085128097216112,-0.0138032706458383
69,1,0.4888338016883126,-0.014617425236167818
70,1,0.46918293674471007,-0.015428647603625466
71,1,0.44959010328073895,-0.016229788819743282
72,1,0.43008496166885474,-0.017013262067156983
73,1,0.41069690591588215,-0.017771105855470166
74,1,0.39159258454687434,-0.01850464181823753
75,1,0.3728433066796709,-0.019279440159517387
76,1,0.35429863200477807,-0.020099837446296013
77,1,0.33598365516158046,-0.0209534800444819
78,1,0.3179230025524108,-0.021827545458997337
79,1,0.30014084495644,-0.022708856377073674
80,1,0.2826609133210091,-0.023583994534156962
81,1,0.265506516702526,-0.024439412718321642
82,1,0.2487005612444139,-0.025261543325499045
83,1,0.2322655690282434,-0.026036902006461565
84,1,0.2162236956186688,-0.02675218510302834
85,1,0.20059674514440523,-0.027394359750470797
86,1,0.1854061818160966,-0.02795074572031918
87,1,0.17067313687606073,-0.028409088287241344
88,1,0.15641841010185126,-0.02875762161991579
89,1,0.14266246514144054,-0.028985122413539077
90,1,0.12942541813777395,-0.029080953695771516
91,1,0.11672701929881599,-0.029035098943918432
92,1,0.10458662727980476,-0.028838186844832237
93,1,0.09302317646068346,-0.028481507206818198
94,1,0.08205513741691174,-0.02795701869172489
95,1,0.07170047108948441,-0.027257349172978198
96,1,0.06197657735371837,-0.026375789639744802
97,1,0.052900238860412556,-0.025306282657415843
98,1,0.0444875611721958,-0.024043406459448857
99,1,0.036753910337905725,-0.02258235578505716
100,1,0.029713849135224506,-0.020918920591501477
101,1,0.023381073264077182,-0.0190494637594407
102,1,0.017768348789023312,-0.01697089887591811
103,1,0.012887452107672667,-0.014680669123401541
104,1,0.008749113664687136,-0.012176728226439289
105,1,0.0053629665388913545,-0.009457524311762309
106,1,0.00273750090704364,-0.0065219874250866455
107,1,0.0008800252354496886,-0.0033695213206487574
108,1,-0.00020336512584540056,2.9886054050972215e-20
109,1,-0.000496088392493958,0.0035275573155319176
110,1,1.718712706707981e-05,0.0071529448408099204
111,1,0.0013388084811376127,0.010872736681025768
112,1,0.0034698435520173513,0.014681635203980985
113,1,0.006410059517617476,0.018572513243608042
114,1,0.010157897835612871,0.02253647620304367
115,1,0.014710446403059171,0.02656294323673158
116,1,0.02006340971467889,0.030639746456990944
117,1,0.026211077989259507,0.0347532468915088
118,1,0.03314629635150225,0.03888846571724217
119,1,0.04086043524269418,0.043029229116010696
120,1,0.04934336328510258,0.047158324940185174
121,1,0.05858342384034079,0.051257669245665834
122,1,0.06856741648046104,0.05530848064584889
123,1,0.07928058453259451,0.059291460366249424
124,1,0.09070660976501634,0.0631869758362659
125,1,0.10282761515705681,0.0669752456432258
126,1,0.11562417654076097,0.0706365236948738
127,1,0.12907534372298243,0.07415128048989462
128,1,0.14315867149783812,0.07750037948139844
129,1,0.15785026074694894,0.08066524663445271
130,1,0.17312480960494123,0.0836280314240239
131,1,0.1889556744468805,0.08637175769176582
132,1,0.20531494023933997,0.08888046297598268
133,1,0.22217349959423643,0.09113932514520919
134,1,0.2395011396806198,0.09313477539798848
135,1,0.25726663598991434,0.09485459693486152
136,1,0.2754378518195566,0.09628800885812704
137,1,0.29398184224241525,0.09742573510506532
138,1,0.3128649612675793,0.0982600584653188
139,1,0.33205297087350266,0.09878485996722522
140,1,0.35151115060723626,0.09899564413547969
141,1,0.3712044064923098,0.09888955081827652
142,1,0.3910973780701504,0.09846535445128718
143,1,0.41097853080334623,0.09774095907428408
144,1,0.430857537051582,0.09680149809285614
145,1,0.4508389635090182,0.09566268029931273
146,1,0.4708897754400352,0.09433055423379857
147,1,0.49097695627274557,0.09281188768367105
148,1,0.5110675683528881,0.09111411624905925
149,1,0.5311288113918673,0.08924529287202769
150,1,0.5511280786379239,0.08721403907767998
151,1,0.5710330108445366,0.08502949852043593
152,1,0.5908115481448662,0.08270129326467476
153,1,0.6104319799647229,0.08023948306097178
154,1,0.6298629931189752,0.07765452771229317
155,1,0.6490737182378195,0.07495725246363874
156,1,0.6680337746607138,0.07215881619834737
157,1,0.6867133139181913,0.06927068208883157
158,1,0.7050830618967897,0.06630459023257322
159,1,0.7231143597517494,0.06327253170889527
160,1,0.7407792035979772,0.06018672342071475
161,1,0.7580502829741002,0.05705958303985159
162,1,0.7749010180393889,0.05390370335538381
163,1,0.7913055954308512,0.050731825332111256
164,1,0.8072390026797611,0.04755680921973474
165,1,0.8226770610648021,0.04439160311146867
166,1,0.8375964567641321,0.041249208431390585
167,1,0.8519747701618929,0.03814264193019174
168,1,0.8657905031664305,0.0350848938859179
169,1,0.879023104407834,0.032088882336143605
170,1,0.8916529922010028,0.029167403306867224
171,1,0.9036615751865127,0.02633307714711693
172,1,0.9150312705940612,0.02359829122261451
173,1,0.9257455201107716,0.020975139362674904
174,1,0.9357888033775501,0.018475358587822757
175,1,0.9451466491792303,0.01611026376760763
176,1,0.953805644436545,0.013890680965385543
177,1,0.9617534411481813,0.011826880316430618
178,1,0.9689787614675259,0.00992850935515734
179,1,0.9754714011295674,0.008204527754559316
180,1,0.9812222314673807,0.006663144464873266
181,1,0.9862232002735738,0.005311758238254568
182,1,0.9904673317691991,0.00415690250183917
183,1,0.9939487259405057,0.0032041954935116608
184,1,0.9966625574924648,0.0024582965041541963
185,1,0.9986050746475209,0.0019228689788565495
186,1,0.9997735979892157,0.0016005511197399597
187,1,1.000166519514187,0.001492934507415514
188,1,1.015907958988382,0.00024403815101448068
189,1,1.0342021118250209,0.00024403815101448068
190,1,1.0552403875871559,0.00024403815101448068
191,1,1.079434404713611,0.00024403815101448068
192,1,1.1072575244090346,0.00024403815101448068
193,1,1.1392541120587716,0.00024403815101448068
194,1,1.1760501878559693,0.00024403815101448068
195,1,1.2183656750227465,0.00024403815101448068
196,1,1.2670284852645404,0.00024403815101448068
197,1,1.322990717042603,0.00024403815101448068
198,1,1.3873472835873752,0.00024403815101448068
199,1,1.4613573351138633,0.00024403815101448068
200,1,1.5464688943693248,0.00024403815101448068
201,1,1.6443471875131053,0.00024403815101448068
202,1,1.7569072246284527,0.00024403815101448068
203,1,1.8863512673111025,0.00024403815101448068
204,1,2.0352119163961495,0.00024403815101448068
205,1,2.2064016628439536,0.00024403815101448068
206,1,2.4032698712589284,0.00024403815101448068
207,1,2.6296683109361494,0.00024403815101448068
208,1,2.8900265165649537,0.00024403815101448068
209,1,3.1894384530380786,0.00024403815101448068
210,1,3.5337621799821717,0.00024403815101448068
211,1,3.929734465967879,0.00024403815101448068
212,1,4.385102594851443,0.00024403815101448068
213,1,4.90877594306754,0.00024403815101448068
214,1,5.5110002935160525,0.00024403815101448068
215,1,6.203558296531842,0.00024403815101448068
216,1,6.999999999999999,0.00024403815101448068
0,2,6.999999999999999,-0.0005282792800316294
1,2,6.203558296531842,-0.0005282792800316294
2,2,5.5110002935160525,-0.0005282792800316294
3,2,4.90877594306754,-0.0005282792800316294
4,2,4.385102594851443,-0.0005282792800316294
5,2,3.929734465967879,-0.0005282792800316294
6,2,3.5337621799821717,-0.0005282792800316294
7,2,3.1894384530380786,-0.0005282792800316294
8,2,2.8900265165649537,-0.0005282792800316294
9,2,2.6296683109361494,-0.0005282792800316294
10,2,2.4032698712589284,-0.0005282792800316294
11,2,2.2064016628439536,-0.0005282792800316294
12,2,2.0352119163961495,-0.0005282792800316294
13,2,1.8863512673111025,-0.0005282792800316294
14,2,1.7569072246284527,-0.0005282792800316294
15,2,1.6443471875131053,-0.0005282792800316294
16,2,1.5464688943693248,-0.0005282792800316294
17,2,1.4613573351138633,-0.0005282792800316294
18,2,1.3873472835873752,-0.0005282792800316294
19,2,1.322990717042603,-0.0005282792800316294
20,2,1.2670284852645404,-0.0005282792800316294
21,2,1.2183656750227465,-0.0005282792800316294
22,2,1.1760501878559693,-0.0005282792800316294
23,2,1.1392541120587716,-0.0005282792800316294
24,2,1.1072575244090346,-0.0005282792800316294
25,2,1.079434404713611,-0.0005282792800316294
26,2,1.0552403875871559,-0.0005282792800316294
27,2,1.0342021118250209,-0.0005282792800316294
28,2,1.015907958988382,-0.0005282792800316294
29,2,0.9998334883747498,-0.001777116469407766
30,2,0.9994205029917983,-0.0017793020954333942
31,2,0.9982032724213038,-0.0017859099351308415
32,2,0.9961839428139503,-0.0017970936725717514
33,2,0.9933660810412561,-0.0018131120565379423
34,2,0.9897546638783388,-0.0018343326214869515
35,2,0.9853560630534245,-0.0018612365191707284
36,2,0.9801780263493921,-0.0018944240977592274
37,2,0.9742296549849716,-0.0019346207819846478
38,2,0.967521377538155,-0.0019826827390498104
39,2,0.9600649207009104,-0.002039601763308705
40,2,0.9518732771717576,-0.0021065087799956635
41,2,0.9429606710008274,-0.0021846753560527325
42,2,0.9333425207007467,-0.002275512615309757
43,2,0.923035400426516,-0.0023805669862440233
44,2,0.9120569995092355,-0.002501512263024599
45,2,0.9004260806032435,-0.0026401375336468956
46,2,0.8881624366753036,-0.0027983306211936472
47,2,0.8752868470295788,-0.002978056793563519
48,2,0.8618210325249899,-0.003181332620773008
49,2,0.8477876101040533,-0.0034101949940852907
50,2,0.8332100467162521,-0.0036666654642526497
51,2,0.8181126126862032,-0.00395271020324561
52,2,0.8025203345489547,-0.004270196040939994
53,2,0.7864589473530228,-0.00462084317114082
54,2,0.7699548464174033,-0.005006175255851319
55,2,0.7530350385224494,-0.005427467778731299
56,2,0.7357270925165662,-0.005885695604349941
57,2,0.7180590893310881,-0.006381480785558027
58,2,0.7000595714139731,-0.00691504172396584
59,2,0.6817574916182273,-0.007486144825529407
60,2,0.6631821616119994,-0.008094059802663164
61,2,0.644363199912509,-0.008737519754855505
62,2,0.6253304796835619,-0.009414687110955873
63,2,0.6061140764743715,-0.010123126438421663
64,2,0.5867442161136432,-0.010859785018937558
65,2,0.5672512230052853,-0.011620981957832177
66,2,0.5476654690987,-0.012402406439247447
67,2,0.5280173238255352,-0.013199125563402744
68,2,0.5083371053045229,-0.01400560201048845
69,2,0.48865503311538094,-0.014815721572206062
70,2,0.4690011829309458,-0.015622830381626434
71,2,0.4494054432734128,-0.01641978146002749
72,2,0.4298974746259625,-0.017198989990999867
73,2,0.4105066710858273,-0.017952496532667294
74,2,0.3913996747324504,-0.018681624356466586
75,2,0.37264779272071263,-0.019451942289015214
76,2,0.3541005932489842,-0.020267788448627963
77,2,0.33578317111326555,-0.021116811570351408
78,2,0.3177201528589548,-0.021986191576857002
79,2,0.29993570939362235,-0.022862753615617806
80,2,0.2824535717770913,-0.023733081918693857
81,2,0.2652970491609952,-0.024583631801103883
82,2,0.2484890477653536,-0.025400838210165696
83,2,0.23205208972835115,-0.026171219366815497
84,2,0.21600833064999894,-0.02688147419643392
85,2,0.20037957467196804,-0.027518572426210718
86,2,0.18518728599449835,-0.028069836423293373
87,2,0.17045259582541655,-0.028523014057425137
88,2,0.1561963038832447,-0.028866342088018436
89,2,0.14243887373223776,-0.02908859979331763
90,2,0.1292004214071268,-0.02917915277345834
91,2,0.11650069698370408,-0.029127987065214665
92,2,0.10435905896197384,-0.028925733899903945
93,2,0.09279444154483235,-0.028563685613708322
94,2,0.08182531511046776,-0.02803380337856262
95,2,0.07146964038428187,-0.027328717559329658
96,2,0.06174481700986255,-0.026441721617405652
97,2,0.0526676273925699,-0.025366760570898848
98,2,0.04425417683850289,-0.024098415086368896
99,2,0.03651983113163551,-0.022631882316563715
100,2,0.029479152779289957,-0.02096295461285547
101,2,0.023145837208391893,-0.01908799723077989
102,2,0.017532650210677306,-0.017003926113204296
103,2,0.0126513679138209,-0.014708186779494335
104,2,0.008512720497990768,-0.012198735272196587
105,2,0.005126340785298315,-0.009474022017027312
106,2,0.0025007187056475446,-0.0065329793393864655
107,2,0.0006431624901259109,-0.0033750132534007887
108,2,-0.00044023273335969115,6.469555293466031e-20
109,2,-0.0007328859438175548,0.0035330417612578274
110,2,-0.00021946619824388542,0.007163906863219246
111,2,0.0011023733738370145,0.010889167339970187
112,2,0.0032337004931098272,0.014703523578647008
113,2,0.006174282193144162,0.01859984652184052
114,2,0.009922559805793353,0.022569239768608345
115,2,0.014475621122209384,0.02660112075361145
116,2,0.0198291705526392,0.030683319949860687
117,2,0.02597749825439928,0.03480219682159169
118,2,0.0329134493153157,0.03894277105282326
119,2,0.04062839416594663,0.04308886739695815
120,2,0.049112201445428064,0.04722327233591716
121,2,0.05835321456113344,0.05132790060609197
122,2,0.06833823316084439,0.05538396954491199
123,2,0.07905250067819825,0.05937217913779327
124,2,0.09047969901923904,0.06327289560205694
125,2,0.10260195133244869,0.06706633633305957
126,2,0.11539983365012299,0.07073275405879817
127,2,0.12885239600974938,0.07425261810268154
128,2,0.14293719346529368,0.07760679073949087
129,2,0.15763032718581121,0.08077669674570284
130,2,0.1729064956188585,0.08374448439062189
131,2,0.1887390554753875,0.08649317628683248
132,2,0.20510009207784774,0.08900680871436534
133,2,0.22196049841065896,0.09127055824907462
134,2,0.2392900620282812,0.09327085475785096
135,2,0.25705755881642717,0.09499548006671694
136,2,0.27523085247141627,0.09643365185738445
137,2,0.2937769984651129,0.09757609259797624
138,2,0.31266235120109725,0.09841508355860201
139,2,0.3318526730431185,0.09894450419657085
140,2,0.3513132439096235,0.09915985741359241
141,2,0.37100897017698276,0.09905828138308426
142,2,0.3909044917163553,0.0986385488149004
143,2,0.41078828263118605,0.09791856114382604
144,2,0.43067001340758454,0.09698344601323981
145,2,0.45065424433637874,0.09584890977074494
146,2,0.47070794076402234,0.09452099899859288
147,2,0.4907980861669045,0.093006479521988
148,2,0.5108917429029642,0.09131278497773232
149,2,0.5309561106575726,0.08944796634641719
150,2,0.5509585826126681,0.0874206431964616
151,2,0.570866799413237,0.08523995723320207
152,2,0.5906487010399496,0.08291552858220652
153,2,0.6102725767204238,0.08045741506802627
154,2,0.6297071130240274,0.07787607458274706
155,2,0.6489214402866315,0.07518233047783086
156,2,0.6678851775031124,0.07238733976247384
157,2,0.6865684758078107,0.06950256375626349
158,2,0.704942060638177,0.06653974072698825
159,2,0.7229772726462601,0.06351085994914196
160,2,0.7406461073885243,0.060428136547357646
161,2,0.7579212537888269,0.057303986443377496
162,2,0.7747761313343334,0.05415100070608263
163,2,0.7911849259316768,0.050981918611677376
164,2,0.8071226243226274,0.04780959875466615
165,2,0.8225650469364608,0.04464698760836902
166,2,0.8374888790413354,0.04150708501430431
167,2,0.85187170005021,0.038402906180121675
168,2,0.8656920108385733,0.03534743988268952
169,2,0.8789292589416012,0.03235360270278757
170,2,0.8915638615169525,0.029434189256693947
171,2,0.9035772259854821,0.026601818533651164
172,2,0.914951768294652,0.02386887659254607
173,2,0.9256709287869183,0.021247456011962762
174,2,0.9357191856962919,0.018749292621064638
175,2,0.9450820663387999,0.016385700160756404
176,2,0.9537461561048822,0.014167503631857689
177,2,0.9616991054019747,0.012104972176611953
178,2,0.9689296347318735,0.01020775240926759
179,2,0.9754275381183405,0.00848480315879156
180,2,0.9811836851243584,0.006944332610677308
181,2,0.9861900217144082,0.005593738834586568
182,2,0.9904395702242555,0.00443955466015419
183,2,0.9939264286986106,0.0034873978152323896
184,2,0.99664576984558,0.0027419271703091365
185,2,0.9985938398363564,0.002206805841545228
186,2,0.999767957149777,0.0018846717950522691
187,2,1.0001665116252503,0.001777116469407766
188,2,1.015907958988382,0.0005282792800316294
189,2,1.0342021118250209,0.0005282792800316294
190,2,1.0552403875871559,0.0005282792800316294
191,2,1.079434404713611,0.0005282792800316294
192,2,1.1072575244090346,0.0005282792800316294
193,2,1.1392541120587716,0.0005282792800316294
194,2,1.1760501878559693,0.0005282792800316294
